vmgebiednaam,vmgebiednr,VMgebiednaamDEF,veiligheidsindex,ipsl_risicoperceptie,ipsl_onveiligheids-gevoelens,ipsl_vermijding,Onveiligheids-belevingindex,Ipersonenoverlast,Iverloedering,overlastindex,HICindex,HVCIndex,criminaliteitsindex,Slachtof_MEAN,HoevCrim_MEAN,VerandCrim_MEAN,OnveiligheidBuurt_MEAN,OnveiligheidAlgemeen_MEAN,rapportcijfer_veiligheid_buurt_MEAN,NietOpen_MEAN,Omloop_MEAN,StrLoopt_MEAN,Alleen_MEAN,Geen_activieit_avond_MEAN,niet_alleen_buiten_MEAN,HoevOverlastBuurt_MEAN,VerandOverlastBuurt_MEAN,risicoperceptie,onveiligheidsgevoelens,vermijding,Rommel_MEAN,Verniel_MEAN,Beklad_MEAN,HondPoep_MEAN,onderhoud_straat_MEAN,onderhoud_groen_MEAN,Dronken_MEAN,Drugs_MEAN,Horeca_MEAN,BuurtWon_MEAN,LastVal_MEAN,Jongeren_MEAN,verloedering,blok_overlast,diefstal_uit_van_auto_sum,autodiefstal_sum,Diefstal_ander_motorvoertuig_sum,fietsdiefstal_sum,beroving_sum,zakkenrollerij_sum,mishandeling_sum,bedreiging_sum,sexuele_int_gew_ sum,overige_diefstal_ sum,vernielingen_sum,inbraak_totaal,brom_snor_samen,inbrwoni,moorddood,straatro,overval,zeden_incl_ kinderporno,mishand_en_ geweld,bedreiging_incl_ chantage,inbrbox,uitauto,zakrolexOV,vermogen,inbrbedr,winkel,vanpersauto,fietsdief,bromsnorfiets,ovvoert_incl_vracht_vaar_motor,drugs_totaal,Boalleprios,Goalleprios,Joalleprios,POalleprios,verniel,won1000,pinbrwoni,zed1000,pzeden_incl_ kinderporno,moorddood1000,pmoorddood,mishand_en_ geweld1000,pmishand_en_ geweld,bedr1000,pbedreiging_incl_ chantage,str1000,pstraatro,ovr1000,poverval,box1000,pinbrbox,uiau1000,puitauto,vaut1000,pvanpersauto,fiets1000,pfietsdief,bromsnor1000,pbromsnorfiets,ovvo1000,povvoert_incl_ vracht_vaar_motor,verm1000,pvermoge,bedrijf1000,pinbrbedr,wink1000,pwinkel,zakr1000,pzakrolexOV,personen1000,ppersonenov,jeugd1000,pjeugdov,geluid1000,pgeluid,buur1000,pburenov,drugs_totaal1000,pdrugstotaal,vern1000,pverniel,poverlastmeld,ipsl_verloedering,ipsl_blok_overlast,psl_vernielingen,ipsl_vernielingen_ sum,psl_diefstal_uit_van_auto,psl_autodiefstal,psl_Diefstal_ander_motorvoertuig,psl_fietsdiefstal,psl_beroving,psl_zakkenrollerij,psl_mishandeling,psl_bedreiging,psl_sexuele_int_ gew,psl_overige_diefstal,psl_inbraak_totaal,psl_brom_snor_ samen,ipsl_diefstal_uit_ van_auto,ipsl_autodiefstal,ipsl_Diefstal_ander_motorvoertuig,ipsl_fietsdiefstal,ipsl_beroving,ipsl_zakkenrollerij,ipsl_mishandeling,ipsl_bedreiging,ipsl_sexuele_int_ gew,ipsl_overige_ diefstal,ipsl_vernielingen,ipsl_inbraak_totaal,ipsl_brom_snor_ samen,Izeden,Imoorddood,Ibedreig,Imishandeling_en_ geweld,Istraatroof,Ioverval,Iinbrwoning,Iinbrbox,Iuitauto,Ivanpersauto,Ifietsdief,Ibromsnorfiets,Ioverigvoertuig,Ivermogen,Iinbrbedr,Iwinkel,Izakrol,N_wijk,pop,nwoninge,nwink,nbedr,werkpers,student,bezoek,nbezoek,verbtot3,verbnieuw,jaar
Amstelveen Oost,92,Amstelveen Oost,72.04,90.02,82.4,72.2,81.54,51.61,78.53,65.07,64.37,74.66,69.52,18.29,47.5,55.68,9.92,17.73,37.4,14.82,11.6,13.5,7.05,17.18,10.44,49.1,53.96,48.52,17.39,13.55,30.06,13.92,8.29,27.49,35.11,30.5,6.17,4.17,1.84,15.35,5.82,10.76,24.18,7.33,18.65,2.9,1.94,3.24,1,5.79,1.67,2.9,0.32,10.87,34.79,20.06,2.04,67,3,3,1,11,19,15,17,102,8,57,37,16,14,33,16,22,8,63,148,27,56,46,7.87,62.78,0.65,200.16,0.18,70.21,1.12,33.77,0.89,35.01,0.18,14.96,0.06,47.45,1.22,94.12,6.03,88.85,0.83,91.16,1.95,28.31,0.95,48.51,1.3,59.2,3.37,39.03,33.48,178.25,500,63.03,0.47,9.08,4.01,39.66,1.93,31.95,10.6,84.26,4.51,49.02,0.47,43.19,2.92,74.14,49.61,86.23,53.61,16.25,64.17,8.71,1.36,0.91,1.51,0.47,2.71,0.78,1.35,0.15,5.08,9.37,0.95,67.26,106.98,46.23,7.25,174.6,133.96,69.19,57.91,74.25,104.02,64.17,106.07,39.62,158.19,70.21,42.64,45.57,68.18,47.45,77.21,94.12,81.65,96.43,21.29,45.54,54.88,60.7,178.25,63.03,50.71,214.02,13968,8511,32,1105,3325,909,4645,8879,16927.67,15770.58,2015
Amstelveen Oud Zuid,93,Amstelveen Oud Zuid,63.26,79.85,66.93,73.26,73.34,41.49,74.58,58.04,59.62,57.17,58.4,10.22,42.91,53.43,5.62,12.74,35.91,22.45,6.83,11.77,6.82,16.78,8.38,39.74,52.04,43.04,14.13,13.75,25.54,5.54,11.42,29.69,27.73,25.77,4.14,4.05,0.47,9.8,1.11,10.93,20.99,5.17,6.87,0,2.05,1.06,0.41,2.39,3.86,6.71,0.74,11.96,43.06,8.41,2.16,74,1,1,2,12,45,38,21,76,6,88,44,31,12,53,22,32,10,68,87,52,111,69,7.8,62.18,0.5,152.54,0.04,16.35,1.86,55.86,1.57,61.95,0.04,3.48,0.08,66.3,1.17,90.22,3.14,46.25,0.5,54.59,2.19,31.76,0.91,46.59,1.32,60.15,3.63,42.1,27.85,148.25,534.48,67.38,0.25,4.76,6.17,61,2.89,47.75,4.83,38.44,3.78,41.06,0.41,37.71,3.16,80.33,45.19,74.88,37.8,15.75,62.18,2.51,0,0.75,0.39,0.15,0.87,1.41,2.45,0.27,4.37,3.08,0.79,19.39,0,38.32,1.86,56.33,43.22,125.4,104.96,134.57,89.61,62.18,34.82,32.84,146.55,16.35,76.29,79.04,21.1,66.3,53.06,90.22,37.29,36.39,21.79,42.01,52.87,57.93,148.25,67.38,17.58,273.44,17999,9491,58,1580,7182,2899,8618,18699,24232,21832.63,2015
Amstelveen Nieuw Zuid,94,Amstelveen Nieuw Zuid,52.32,86.35,64.88,69.04,73.42,36.68,73.31,54.99,28.31,28.78,28.55,13.88,45.34,55.04,5.77,11.81,35.33,20.88,7.03,6.76,6.44,15.83,9.63,40.92,51.45,46.54,13.69,12.96,16.99,9.25,7.17,38.52,28.28,30.62,4.9,3.08,0,9.98,1.17,12.5,21.95,5.24,5.4,0,0,0.4,0.18,1.04,0.34,0.6,0.07,8.87,14.87,4.15,0,55,0,2,0,4,22,12,9,61,3,16,3,7,6,25,4,13,6,26,46,42,47,48,9.13,72.79,0.27,83.58,0,0,1.49,44.9,0.81,32.16,0.14,11.46,0,0,0.69,53.07,4.14,61.02,0.41,44.87,1.7,24.63,0.27,13.93,0.88,40.17,1.09,12.58,3.32,17.69,280,35.3,0.2,3.91,3.58,35.45,3.2,52.93,3.51,27.9,1.98,21.55,0.41,37.19,3.43,87.26,35,78.31,38.36,7.7,30.4,2.8,0,0,0.21,0.09,0.54,0.18,0.31,0.03,4.59,2.15,0,21.59,0,0,1,34.61,26.55,15.79,13.22,16.95,94.04,30.4,24.28,0,61.37,0,25.85,35.19,19.17,0,56.62,53.07,47.87,29.91,16.75,9.28,26.78,39.73,17.69,35.3,11.46,193.18,13114,6026,25,903,1239,0,3642,4881,14741,13982.25,2015
Amstelveen Westwijk e.o.,95,Amstelveen Westwijk e.o.,62.57,91.64,75.64,67.88,78.39,39.24,63.59,51.41,62.47,53.38,57.92,18.03,49.18,57.24,6.75,15.42,36.93,19.28,6.12,6.94,9.98,9.64,10.13,44.65,52.71,49.39,15.97,12.74,23.03,5.94,5.37,27.72,23.51,26.19,4.35,3.21,1.03,10.22,1.26,10.37,18.53,5.06,22.65,10.64,1.01,2.5,1.34,7.75,3.52,6.12,0.68,9.64,27.79,21.15,1.06,80,0,8,1,8,35,32,13,125,7,67,24,5,12,39,14,26,11,55,92,73,69,61,10.02,79.9,0.34,104.69,0,0,1.49,44.73,1.36,53.71,0.34,28.7,0.04,34.13,0.66,51.37,5.31,78.31,0.51,56.19,1.66,24.06,0.59,30.52,1.1,50.31,2.85,33,13.14,69.97,60.98,7.69,0.3,5.72,3.53,34.88,3.73,61.66,4.7,37.39,2.81,30.55,0.47,42.71,2.77,70.44,41.44,66.08,37.03,10.74,42.39,8.75,4.11,0.39,0.97,0.52,3,1.36,2.36,0.26,3.72,8.17,0.41,67.56,324.31,19.89,4.62,193.26,148.27,120.78,101.09,129.61,76.27,42.39,92.48,17.04,113,0,69.5,70.08,83.55,34.13,84.09,51.37,74.72,145.57,17.58,26.03,40.17,47.42,69.97,7.69,53.24,258.82,19568,7985,82,1826,4578,634,6698,11910,23538,22010.5,2015
Duivendrecht,96,Duivendrecht Dorp,75.94,93.08,96.8,105.99,98.63,43.2,81.76,62.48,63.58,69.85,66.72,17.82,49.79,57.02,11.73,17.38,40.18,22.84,18.12,20.11,12.78,22.81,15.93,47.17,55.61,50.17,20.43,19.9,22.18,13.3,10.23,33.59,41.05,31.89,3.13,2.89,1.02,8.96,3.45,10.32,25.57,5.31,4.16,0.24,2.41,0.3,0.13,0.76,0.47,0.82,0.09,1.96,8.84,1.48,2.53,44,2,1,0,2,19,13,5,38,1,44,12,3,2,26,14,9,3,27,33,7,29,19,21.78,173.71,0.31,96.14,0.31,123.65,2.97,89.2,2.03,80.15,0.16,13.18,0,0,1.02,78.73,5.93,87.45,0.31,34.4,4.06,58.93,2.18,112.13,1.4,63.97,6.87,79.6,26.14,139.18,250,31.52,0.16,3,5.91,58.41,1.43,23.56,6.72,53.44,5.5,59.75,0.47,42.78,3.37,85.67,47.59,91.22,38.82,11.54,45.58,5.43,0.32,3.14,0.39,0.17,1,0.61,1.07,0.12,2.56,1.94,3.3,41.92,24.91,160.33,1.88,64.37,49.39,54.52,45.63,58.51,52.49,45.58,21.94,137.38,83.6,123.65,68.65,77.64,30.24,0,123.12,78.73,72.27,31.24,39.91,120.55,96.09,70.56,139.18,31.52,18.46,76.59,4911,2020,12,459,793,1824,1873,4490,6407.67,5637.46,2015
Ouderkerk a/d Amstel,97,Ouderkerk a/d Amstel,51.41,92.77,63.42,49.68,68.62,23.47,83,53.23,23.49,41.25,32.37,14.21,46.1,61.59,5.03,10.08,35.96,18.52,3.39,5.21,6.65,10.23,4.2,46.13,56.56,50,13.39,9.33,18.12,11.03,4.07,38.42,32.69,27.88,3.26,2.44,3.21,6.8,0.29,7.3,22.04,3.98,10.42,1.32,0.29,0.3,0.49,2.86,0.17,0.29,0.03,5.37,23.91,4.12,0.31,37,0,1,0,0,11,3,10,53,4,14,5,1,3,8,3,18,1,14,17,8,25,34,10.82,86.3,0,0,0,0,1.14,34.34,0.31,12.3,0.1,8.76,0,0,1.19,92.3,5.5,81.11,0.31,34.32,0.83,12.06,0.31,15.98,1.87,85.09,1.45,16.84,5.53,29.44,25,3.15,0.42,7.98,2.98,29.52,0.95,15.78,2.03,16.14,1.67,18.16,0.1,9.48,3.74,94.95,17.82,78.63,29.12,18.28,72.17,7.97,1.01,0.22,0.23,0.38,2.19,0.13,0.22,0.02,4.1,3.15,0.24,61.5,79.81,11.45,1.11,141.1,108.26,11.4,9.54,12.23,84.05,72.17,35.65,9.82,4.08,0,11.38,26.7,52.88,0,69.42,92.3,74.57,49.48,8.41,13.92,60.55,39.24,29.44,3.15,41.41,130.79,8378,3419,40,904,1210,0,2561,3771,9635,9101.46,2015
Thamerdal/Industrie en Legmeer,98,Thamerdal/Industrie en Legmeer,68.93,93.8,71.12,59.04,74.65,72.67,93.49,83.08,54.18,43.93,49.06,12.1,47.49,61.38,7.63,14.33,36.9,18.83,5.11,9.84,8.18,12.76,7.01,47.52,59.94,50.56,15.01,11.08,19.94,14.55,6.27,30.86,32.63,34.02,3.47,5.28,1.26,15.73,1.71,20.93,22.85,8.32,12.42,0,1.29,1.28,0.21,1.23,1.63,2.84,0.31,9.22,28.27,0.48,1.35,30,4,2,3,0,26,15,1,41,3,36,15,16,7,36,11,12,16,43,55,103,54,57,6.65,53.07,0,0,0.31,123.33,2.02,60.87,1.17,46.12,0.16,13.14,0.23,187.55,0.1,7.6,3.19,47.05,0.54,60.05,2.8,40.69,0.86,43.94,0.93,42.54,2.8,32.48,16.97,90.33,470.59,59.33,0.23,4.49,5.31,52.48,10.12,167.27,5.4,42.98,4.23,45.92,1.25,113.8,4.81,122.38,84.49,81.52,60.85,18.14,71.6,7.97,0,0.82,0.82,0.14,0.79,1.05,1.82,0.2,5.91,0.31,0.87,61.48,0,42.07,3.93,51.01,39.13,93,77.84,99.8,121.1,71.6,3.46,36.05,33.27,123.33,56.7,71.58,25.76,187.55,36.53,7.6,51.86,40.04,28.44,41.31,42.38,62.02,90.33,59.33,16.04,155.9,10177,4508,34,884,3169,1591,3254,8014,12848.33,11838.96,2015
Meerwijk/Oude Dorp en Zijdelwaard,99,Meerwijk/Oude Dorp en Zijdelwaard,78.27,98.07,90.85,89.86,92.92,78.01,104.15,91.08,55.65,45.98,50.82,18,49.01,62.24,9.37,18.74,39.03,24.79,11.41,14.54,12.94,18.75,13.01,48.94,61.05,52.86,19.18,16.87,25.73,17.57,9.25,35.63,31.68,31.65,7.04,4.77,3.6,13.21,4.96,25.31,25.11,9.91,28.02,0.46,0.99,0.16,0.38,2.19,2.41,4.19,0.46,4.99,41.3,4.6,1.04,41,5,0,3,4,38,22,19,67,7,38,8,37,10,25,13,14,12,79,96,173,68,91,6.48,51.65,0.22,68.3,0.28,109.8,2.11,63.37,1.22,48.18,0,0,0.17,133.58,1.32,101.69,3.71,54.76,0.55,61.1,1.39,20.13,0.72,36.98,0.78,35.35,2.11,24.42,11.94,63.56,451.22,56.88,0.39,7.46,4.71,46.55,11.97,197.9,6.64,52.84,5.47,59.43,0.67,60.79,5.67,144.09,83.5,89.57,72.51,17.22,68,11.69,0.19,0.41,0.07,0.16,0.91,1.01,1.75,0.19,2.08,1.92,0.44,90.2,15.1,21.15,0.33,58.86,45.16,89.39,74.82,95.92,42.6,68,21.7,18.12,77.51,109.8,57.06,72.04,19.62,133.58,41.67,101.69,66.57,45.77,13.53,30.69,30.61,30.48,63.56,56.88,20.03,239.77,14448,6330,82,670,1239,0,9537,10776,18040,16053.13,2015
De Kwakel,100,De Kwakel,48.62,85.41,62.87,45.46,64.58,31.54,71.25,51.39,19.21,40.55,29.88,11.43,42.84,65.16,5.2,13.09,34.18,14.02,3.35,4,8.9,9.71,3.91,39.08,52.02,46.03,13.27,8.53,13,5.24,1.49,27.58,37.53,33.22,3.25,1.59,1.32,7.1,0,9.5,19.76,3.76,3.07,0.28,0.63,0.5,0.1,0.6,0.18,0.31,0.03,1.24,5.49,3.08,0.66,5,0,0,0,0,13,3,7,8,0,15,7,0,3,3,2,7,1,19,15,12,14,19,2.89,23.01,0,0,0,0,2.32,69.69,0.53,21.12,0,0,0,0,1.7,131.83,1.43,21.02,0.53,58.93,0.53,7.76,0.36,18.29,1.25,56.82,2.67,30.99,12.24,65.15,0,0,0,0,3.41,33.73,2.92,48.3,3.65,29.05,4.63,50.29,0.18,16.28,3.63,92.22,35.53,70.49,27.54,8,31.58,4.48,0.41,0.92,0.73,0.15,0.88,0.26,0.46,0.05,1.81,4.49,0.97,34.57,32.12,46.98,3.48,56.81,43.58,23.41,19.59,25.12,37.07,31.58,50.8,40.25,8.37,0,20.61,54.26,18.94,0,32.27,131.83,25.54,49.99,6.33,25.61,53.54,33.02,65.15,0,14.53,68.57,4106,1733,13,572,2717,0,1800,4517,5611.67,5236.67,2015
Kudelstraart,101,Kudelstaart,58.58,84.79,81.6,91.11,85.83,39.4,77.76,58.58,46.02,16.65,31.33,16.08,45.46,55.37,8.12,15.55,36.58,26.54,7.66,12.55,10.73,17.8,11.19,42.77,46.96,45.7,17.23,17.1,23.44,14.92,6.43,45.05,41.16,39.05,4.23,4.67,2.6,11.12,3.12,16.87,28.13,6.98,4.27,0,0,0.49,0.05,0.3,1.8,3.13,0.35,5.7,20.38,0.5,0,12,0,0,1,5,9,9,8,12,0,12,0,1,1,7,2,3,2,21,32,29,15,20,3.23,25.73,0.49,151.54,0,0,0.89,26.64,0.89,34.99,0,0,0.1,79.04,0.87,67.23,1.18,17.41,0.1,10.85,0.69,10,0.2,10.1,0.3,13.45,1.18,13.69,0,0,55.56,7,0,0,1.63,16.12,3.15,52.09,3.48,27.65,2.28,24.8,0.2,17.98,2.06,52.43,27.73,100.35,51.07,15.37,60.67,3.22,0,0,0.37,0.04,0.22,1.36,2.36,0.26,4.3,0.38,0,24.84,0,0,1.76,14.45,11.09,120.72,101.04,129.55,88.09,60.67,4.28,0,144.21,0,57.01,58,4.82,79.04,18.58,67.23,19.89,7.23,7.25,6.73,8.96,38.49,0,7,3.7,132.63,9202,3719,18,314,638,0,2245,2883,10163,9695.29,2015
Hornmeer,102,Aalsmeer  Hornmeer,60.04,87.37,65.5,58.47,70.44,40.8,88.64,64.72,35.19,54.74,44.96,12.52,45.34,51.38,4.3,9.17,35.49,18.43,3.59,5.75,6.2,11.23,6.3,43.1,54.93,47.09,13.83,10.97,14.55,10.89,5.4,21.41,38.96,36.48,4.53,1.46,4.12,7.87,1.09,7.28,22.54,4.45,1.33,0,0,0.28,0.04,0.24,0.11,0.2,0.02,0.7,1.7,1.4,0,7,0,1,0,1,6,6,0,11,3,21,6,7,1,11,1,4,2,10,11,11,9,16,6.29,50.2,0.31,94.94,0,0,1.85,55.63,1.85,73.06,0.31,26.02,0,0,0,0,3.39,49.99,0.31,33.97,3.39,49.24,0.31,15.82,1.23,56.16,6.47,75.03,26.91,143.23,1400,176.5,0.92,17.77,3.64,35.98,4.45,73.49,4.45,35.36,4.04,43.93,0.62,56.33,5.41,137.62,49.02,80.41,32.58,3.9,15.39,3.05,0,0,0.64,0.09,0.55,0.26,0.45,0.05,1.62,3.23,0,23.56,0,0,3.07,35.44,27.19,23.12,19.35,24.81,33.1,15.39,36.51,0,71.57,0,55.16,44.8,29.16,0,45.64,0,41.18,22.65,33.85,10.55,37.44,61.06,143.23,176.5,20.91,43.5,2474,1112,5,223,923,0,1388,2311,3244.33,2955.17,2015
Oost,103,Aalsmeer Oost,58.63,87.8,78.97,61.67,76.15,35.16,67,51.08,53.53,43.81,48.67,17.59,44.09,62.08,6.16,14.85,36.68,19.59,4.21,10.5,12.2,11.55,9.61,42.65,55.22,47.32,16.67,11.58,16.53,5.17,5.21,34.35,32.65,35.88,5.13,1.31,0.69,6.6,0.74,11.16,21.58,4.26,2.16,0,0.2,0.24,0.59,3.43,0.49,0.85,0.09,2.49,13.26,1.66,0.21,20,3,1,2,5,13,20,17,30,2,30,13,19,1,19,2,10,7,33,21,33,34,31,4.63,36.96,0.41,127.47,0.25,98.37,1.08,32.37,1.66,65.4,0.08,6.99,0.17,132.97,1.73,133.56,2.48,36.61,0.08,9.12,1.57,22.84,0.17,8.5,0.83,37.7,2.48,28.78,14.27,75.97,593.75,74.85,0.17,3.18,3.45,34.17,3.35,55.41,2.13,16.97,3.35,36.44,0.58,52.94,2.69,68.5,39.19,76.97,31.14,8.63,34.08,1.41,0,0.13,0.16,0.39,2.23,0.32,0.55,0.06,1.62,1.08,0.14,10.85,0,6.57,0.76,144.16,110.6,28.31,23.69,30.38,33.16,34.08,12.25,5.63,95.11,98.37,51.5,31.01,52.71,132.97,28.73,133.56,28.03,6.08,15.48,7.54,27.32,30.24,75.97,74.85,38.99,153.65,9843,4315,32,911,3941,0,2776,6717,12082,11503.67,2015
Centrum/Zuid,104,Aalsmeer Centrum/Zuid,58.27,82.84,65.3,55.42,67.85,50.71,93.68,72.2,35.06,34.44,34.75,12.52,42.53,56.28,5.51,11.89,37.76,17.07,3.55,7.24,6.32,6.14,5.33,38.51,51.21,44.65,13.78,10.4,23.91,13.8,9.41,32.39,40.57,35.2,13.14,3.75,4.17,5.08,0.32,8.43,25.66,5.85,8.03,0,1.62,1.02,0.11,0.66,0.56,0.97,0.11,5.04,27.91,7.42,1.7,25,1,0,1,2,26,15,8,19,8,44,4,18,3,27,3,20,12,28,52,50,45,47,6.88,54.86,0.15,47.7,0.08,30.67,2.01,60.55,1.16,45.88,0,0,0.08,62.19,0.84,64.72,1.47,21.69,0.23,25.6,2.09,30.36,0.23,11.92,1.55,70.53,3.41,39.49,6.25,33.27,211.76,26.7,0.62,11.9,4.71,46.57,5.23,86.46,5.44,43.27,2.93,31.84,0.93,84.9,4.22,107.28,58.61,91.52,42.81,18.48,72.97,5.32,0,1.07,0.67,0.08,0.44,0.37,0.64,0.07,3.34,4.91,1.13,41.05,0,54.74,3.23,28.22,21.66,32.69,27.36,35.08,68.42,72.97,55.6,46.91,43.49,30.67,39.71,51.27,9.41,62.19,55.11,64.72,28.14,17.07,21.32,23.58,65.27,49.13,33.27,26.7,15.15,150.99,9558,3634,85,640,1528,528,8019,10075,12916.33,11135.71,2015
A00,1,Burgwallen-Oude Zijde,177.17,130.51,98.48,81.9,103.63,454.08,149.7,301.89,108.7,143.29,125.99,20,78,56,16,17,45,18,19,20,5,15,7,84,67,70,21,15,64,22,25,23,37,37,65,45,39,18,33,38,35,40,3,3,1,32,0,2,1,2,0,5,47,4,1,25,11,93,4,14,151,54,1,200,1254,963,48,204,2,149,16,31,142,348,401,17,439,97,8.73,69.61,0.42,128.13,0.33,129.47,4.49,134.96,1.6,63.39,2.76,233.29,0.12,95.46,0.23,18.03,5.94,87.62,0.06,6.55,4.43,64.29,0.48,24.4,0.92,41.95,28.61,331.67,25.55,135.99,1108.7,139.77,37.26,716.04,102.33,1012.18,3.96,65.49,93.47,743.35,81.12,881.64,4.22,385.54,5.88,149.46,617.64,124.86,290.53,56.92,224.72,3.75,3.59,1.05,38.95,0.46,2.96,1.58,2.71,0.4,5.81,5.25,1.31,28.97,282.86,53.66,186.59,171.16,146.34,140.39,115.84,199.81,118.99,224.72,59.42,54.74,152.02,129.47,80.87,136.77,212.58,95.46,66.22,18.03,68.07,98.65,105.06,34.51,45.86,260.78,135.99,139.77,526.14,82,4290,2864,184,1879,5730,1746,80626,88102.14,33657.38,16496.52,2016
A01,2,Burgwallen-Nieuwe Zijde,190.19,119.77,86.58,69.81,92.06,547.7,143.68,345.69,95.14,170.52,132.83,11,70,58,14,20,42,17,15,20,3,14,6,72,62,65,18,13,57,23,32,32,37,37,58,39,33,12,24,31,36,33,6,0,1,44,0,2,1,2,0,4,53,7,1,20,12,101,3,30,224,115,3,234,1397,1842,121,1094,4,568,59,95,110,488,192,58,863,96,7.17,57.15,0.56,171.27,0.22,88.11,4.15,124.89,2.13,84.21,1.87,158.05,0.06,44.66,0.75,58.27,4.34,63.95,0.07,8.17,10.53,152.89,1.09,56.12,1.76,80.2,34.14,395.76,58.15,309.54,2091.78,263.71,25.89,497.62,216.78,2144.22,14.57,240.79,48.23,383.54,122.58,1332.28,2.04,186.31,3.92,99.6,857.43,129.48,237.96,69.51,274.44,7.21,0.23,1.17,57.33,0.44,2.85,1.16,1.99,0.3,4.94,9.53,1.46,55.62,18.45,59.71,274.62,165.07,141.13,103.07,85.05,146.7,101.21,274.44,107.83,60.91,163.08,88.11,84.49,117.62,160.39,44.66,74.04,58.27,61.17,11.6,193.47,57.72,73.37,297.58,309.54,263.71,378.79,77,3981,2791,523,2081,8537,1689,139692,149917.71,53953.57,24499.26,2016
A02,3,Grachtengordel-West,86.56,103.25,61.24,37.63,67.37,151.89,95.47,123.68,58.89,78.36,68.62,11,53,51,7,12,35,11,5,10,3,8,4,59,68,56,13,7,44,11,18,26,31,29,28,19,23,12,9,15,27,18,11,0,3,41,0,1,1,2,0,4,34,5,4,64,2,21,1,8,29,21,2,225,131,169,52,33,13,136,32,36,9,102,241,27,190,46,14.81,118.15,0.35,107.47,0.09,34.56,1.26,38.05,0.92,36.19,0.92,77.33,0.04,35.03,0.31,23.86,9.81,144.7,0.57,62.5,5.93,86.14,1.4,71.62,1.57,71.52,7.37,85.44,19.11,101.74,145.37,18.33,5.71,109.8,29.31,289.89,4.16,68.83,37.17,295.63,15.73,171,0.39,35.87,3.34,84.89,172.24,95.4,131.54,29.59,116.84,9.44,0,2.95,35.33,0.1,0.65,1,1.72,0.26,3.77,4.46,3.69,72.88,0,150.44,169.25,37.71,32.24,89.18,73.58,126.92,77.2,116.84,50.52,153.47,113.96,34.56,48.65,55.09,64.12,35.03,95.61,23.86,120.76,41.66,113.85,98.91,97.82,82.69,101.74,18.33,83.95,115,6483,4320,227,2721,5396,0,43940,49335.65,22928.22,13774.12,2016
A03,4,Grachtengordel-Zuid,156.51,118.07,83.86,39.65,80.52,266.57,154.01,210.29,169.6,187.81,178.71,23,63,54,13,17,36,15,5,12,4,6,1,70,68,64,18,7,54,17,25,39,34,29,39,21,23,12,17,19,33,22,14,0,3,44,0,1,2,4,1,7,43,5,4,53,13,63,0,15,228,45,1,268,869,799,52,87,7,210,41,48,79,276,190,41,281,89,15.84,126.28,0.84,258.84,0.73,288.51,12.77,384.24,2.52,99.6,3.53,297.98,0,0,0.18,14.18,15.01,221.38,0.39,43.22,11.76,170.85,2.3,117.87,2.69,122.48,44.76,518.87,21.66,115.29,319.85,40.32,48.68,935.6,51.51,509.52,7.52,124.22,34.83,276.99,50.6,549.9,4.43,404.42,7.6,193.14,373.01,118.94,160.14,45.83,180.95,14.83,0,3.07,46.8,0.2,1.32,2.27,3.89,0.58,7.05,5.68,3.83,114.48,0,156.47,224.19,76.12,65.08,201.53,166.28,286.82,144.5,180.95,64.3,159.62,268.17,288.51,121.82,323.33,224.03,0,105.62,14.18,185.75,28.82,188.63,131.79,133.81,394.08,115.29,40.32,645.43,94,5455,3347,272,2401,7727,0,29459,37186.37,17850.46,11713.09,2016
A04,5,Nieuwmarkt/Lastage,118.74,109.2,84.66,75,89.62,209.18,114.67,161.93,109.27,100.09,104.68,15,61,56,13,19,41,16,13,18,2,13,9,63,62,59,18,14,46,11,22,35,31,29,42,33,18,17,15,22,29,25,9,1,1,58,0,2,6,10,2,7,58,12,2,48,1,61,1,8,82,41,1,318,202,343,38,176,8,215,37,45,45,164,271,81,464,81,7.85,62.64,0.33,101,0.04,16.24,3.36,101.11,1.68,66.39,2.5,211.1,0.04,32.92,0.1,8.04,13.03,192.19,0.33,36.14,8.81,127.98,1.52,77.83,1.84,84.01,14.06,162.97,17.38,92.5,1543.86,194.63,8.28,159.12,48.24,477.18,8.42,139.19,28.18,224.07,17.05,185.32,1.84,168.55,4.9,124.43,238.86,103.35,179.5,32.71,129.13,4.97,0.36,0.72,32.53,0.2,1.3,3.42,5.87,0.87,3.68,6.46,0.9,38.34,28.63,36.7,155.82,75.38,64.45,304.15,250.96,432.88,75.36,129.13,73.1,37.44,211.63,16.24,127.91,168.79,165.86,32.92,66.13,8.04,140.91,33.64,137.26,64.37,68.24,133.77,92.5,194.63,127.56,179,9618,6111,114,2187,6652,2217,35470,44338.59,24397.53,16546.16,2016
