vmgebiednaam,vmgebiednr,VMgebiednaamDEF,veiligheidsindex,ipsl_risicoperceptie,ipsl_onveiligheids-gevoelens,ipsl_vermijding,Onveiligheids-belevingindex,Ipersonenoverlast,Iverloedering,overlastindex,HICindex,HVCIndex,criminaliteitsindex,Slachtof_MEAN,HoevCrim_MEAN,VerandCrim_MEAN,OnveiligheidBuurt_MEAN,OnveiligheidAlgemeen_MEAN,rapportcijfer_veiligheid_buurt_MEAN,NietOpen_MEAN,Omloop_MEAN,StrLoopt_MEAN,Alleen_MEAN,Geen_activieit_avond_MEAN,niet_alleen_buiten_MEAN,HoevOverlastBuurt_MEAN,VerandOverlastBuurt_MEAN,risicoperceptie,onveiligheidsgevoelens,vermijding,Rommel_MEAN,Verniel_MEAN,Beklad_MEAN,HondPoep_MEAN,onderhoud_straat_MEAN,onderhoud_groen_MEAN,Dronken_MEAN,Drugs_MEAN,Horeca_MEAN,BuurtWon_MEAN,LastVal_MEAN,Jongeren_MEAN,verloedering,blok_overlast,diefstal_uit_van_auto_sum,autodiefstal_sum,Diefstal_ander_motorvoertuig_sum,fietsdiefstal_sum,beroving_sum,zakkenrollerij_sum,mishandeling_sum,bedreiging_sum,sexuele_int_gew_ sum,overige_diefstal_ sum,vernielingen_sum,inbraak_totaal,brom_snor_samen,inbrwoni,moorddood,straatro,overval,zeden_incl_ kinderporno,mishand_en_ geweld,bedreiging_incl_ chantage,inbrbox,uitauto,zakrolexOV,vermogen,inbrbedr,winkel,vanpersauto,fietsdief,bromsnorfiets,ovvoert_incl_vracht_vaar_motor,drugs_totaal,Boalleprios,Goalleprios,Joalleprios,POalleprios,verniel,won1000,pinbrwoni,zed1000,pzeden_incl_ kinderporno,moorddood1000,pmoorddood,mishand_en_ geweld1000,pmishand_en_ geweld,bedr1000,pbedreiging_incl_ chantage,str1000,pstraatro,ovr1000,poverval,box1000,pinbrbox,uiau1000,puitauto,vaut1000,pvanpersauto,fiets1000,pfietsdief,bromsnor1000,pbromsnorfiets,ovvo1000,povvoert_incl_ vracht_vaar_motor,verm1000,pvermoge,bedrijf1000,pinbrbedr,wink1000,pwinkel,zakr1000,pzakrolexOV,personen1000,ppersonenov,jeugd1000,pjeugdov,geluid1000,pgeluid,buur1000,pburenov,drugs_totaal1000,pdrugstotaal,vern1000,pverniel,poverlastmeld,ipsl_verloedering,ipsl_blok_overlast,psl_vernielingen,ipsl_vernielingen_ sum,psl_diefstal_uit_van_auto,psl_autodiefstal,psl_Diefstal_ander_motorvoertuig,psl_fietsdiefstal,psl_beroving,psl_zakkenrollerij,psl_mishandeling,psl_bedreiging,psl_sexuele_int_ gew,psl_overige_diefstal,psl_inbraak_totaal,psl_brom_snor_ samen,ipsl_diefstal_uit_ van_auto,ipsl_autodiefstal,ipsl_Diefstal_ander_motorvoertuig,ipsl_fietsdiefstal,ipsl_beroving,ipsl_zakkenrollerij,ipsl_mishandeling,ipsl_bedreiging,ipsl_sexuele_int_ gew,ipsl_overige_ diefstal,ipsl_vernielingen,ipsl_inbraak_totaal,ipsl_brom_snor_ samen,Izeden,Imoorddood,Ibedreig,Imishandeling_en_ geweld,Istraatroof,Ioverval,Iinbrwoning,Iinbrbox,Iuitauto,Ivanpersauto,Ifietsdief,Ibromsnorfiets,Ioverigvoertuig,Ivermogen,Iinbrbedr,Iwinkel,Izakrol,N_wijk,pop,nwoninge,nwink,nbedr,werkpers,student,bezoek,nbezoek,verbtot3,verbnieuw,jaar
A05,6,Haarlemmerbuurt,96.32,105.68,77.79,71.3,84.92,156.83,99.86,128.34,63.16,88.24,75.7,13,55,59,9,19,38,18,11,13,5,13,9,56,65,57,16,13,40,9,21,43,32,29,29,23,12,17,10,15,29,18,9,1,1,50,1,4,2,3,0,9,56,10,1,34,4,12,1,4,57,28,8,84,69,158,28,231,7,158,36,36,24,128,106,83,398,42,6.06,48.33,0.2,61.64,0.2,79.28,2.85,85.79,1.4,55.35,0.6,50.69,0.05,40.19,0.86,66.42,4.2,61.97,0.35,38.6,7.91,114.8,1.8,92.43,1.8,82.04,7.91,91.64,12.97,69.07,1582.19,199.46,3.45,66.35,42.73,422.67,8.91,147.28,11.38,90.51,13.74,149.36,1.2,109.73,2.95,75.08,183.91,103.49,129.74,35.09,138.53,5.85,0.61,0.52,31.44,0.42,2.73,1.09,1.87,0.28,5.62,6.29,0.64,45.14,47.73,26.29,150.62,157.83,134.94,96.83,79.9,137.82,115.1,138.53,71.17,26.82,87.04,79.28,63.53,89.47,86.4,40.19,55.95,66.42,56.36,41.64,126.74,70.56,63.45,99.46,69.07,199.46,89.21,158,9314,5610,146,2158,4336,0,27684,32019.92,19987.31,14219.82,2016
A06,7,Jordaan,87.89,92.4,63.29,47.97,67.89,117.91,111.01,114.46,88.01,74.63,81.32,10,47,52,6,17,34,15,5,7,4,9,5,55,56,50,13,9,37,9,21,41,27,28,24,10,18,14,6,12,27,14,21,0,0,106,1,7,4,7,1,23,110,16,0,76,6,17,0,34,107,65,14,162,194,311,60,21,8,282,70,69,12,257,452,71,470,122,5.86,46.74,1.07,329.72,0.19,74.83,3.37,101.34,2.05,80.85,0.54,45.19,0,0,0.72,55.78,5.1,75.2,0.25,27.76,8.88,128.94,2.2,113.1,2.17,98.94,9.79,113.5,15.36,81.77,82.68,10.42,6.11,117.38,24.22,239.53,3.66,60.46,23.29,185.21,13.24,143.92,0.38,34.52,4.86,123.43,132.73,97.68,103.08,31.95,126.13,6.17,0,0.1,30.63,0.32,2.08,1.24,2.12,0.32,6.74,4.53,0.12,47.62,0,4.92,146.73,120.55,103.07,109.75,90.55,156.19,138.1,126.13,51.22,5.02,271.88,74.83,84.08,104.14,70.31,0,48.23,55.78,66.01,18.51,134.87,77.07,67.6,121.7,81.77,10.42,112.61,346,19408,12967,254,3906,5196,175,31695,37065.68,31763.23,25123.71,2016
A07,8,Weteringschans,138.21,100.47,65.11,48.78,71.45,246.39,131.42,188.91,149.6,158.95,154.27,12,55,50,5,17,36,12,7,8,3,9,7,58,54,54,14,9,46,11,19,22,30,30,36,14,18,15,11,15,26,18,10,2,2,45,0,2,1,2,0,4,41,6,3,58,9,46,0,17,278,70,1,115,625,699,51,29,9,312,58,51,115,260,268,46,331,97,12.71,101.39,0.93,286.24,0.49,194.9,15.2,457.14,3.83,151.17,2.51,212.3,0,0,0.14,10.52,6.29,92.69,0.49,54.23,17.05,247.69,3.17,162.71,2.79,126.98,38.21,442.93,23.73,126.34,230.16,29.02,34.16,656.59,45.02,445.32,6.26,103.41,36.45,289.89,35.36,384.36,6.29,574.45,7.53,191.42,359.49,94.32,133.3,31.08,122.72,7.19,1.79,1.87,33.43,0.27,1.74,0.97,1.66,0.25,3.27,4.69,2.34,55.51,141.27,95.67,160.16,100.56,85.98,85.92,70.9,122.29,67.05,122.72,53.04,97.59,231.59,194.9,124.41,333.4,175.05,0,85.27,10.52,80.3,83.24,218.51,141,116.54,317.64,126.34,29.02,466.39,133,7352,4562,126,2149,6843,488,25494,32825.42,18293.81,12880.8,2016
A08,9,Weesperbuurt/Plantage,88.14,97.75,69.2,53.86,73.6,106.69,85.01,95.85,86.21,103.75,94.98,13,52,53,9,14,36,14,9,13,3,8,4,52,55,53,15,10,32,7,17,30,27,28,24,16,10,12,10,8,23,13,17,2,3,69,0,3,2,4,1,10,42,3,3,39,6,19,0,7,29,26,6,133,30,117,25,25,7,147,18,21,6,77,151,21,194,33,8.93,71.25,0.5,154.01,0.43,169.77,2.07,62.31,1.86,73.37,1.36,114.58,0,0,0.76,58.41,9.5,140.07,0.5,55.11,10.5,152.48,1.29,65.98,1.5,68.32,8.36,96.87,16.98,90.41,1470.59,185.39,2.14,41.18,24.42,241.58,2.64,43.7,19.01,151.18,9.69,105.36,0.43,39.16,2.89,73.55,116.2,83.45,97.18,28.52,112.6,11.59,1.68,1.83,47,0.28,1.81,1.64,2.82,0.42,7.02,2.25,2.29,89.48,132.65,93.53,225.16,104.79,89.59,146.07,120.52,207.89,143.87,112.6,25.51,95.42,171.97,169.77,89.09,90.23,111.31,0,56.01,58.41,123.21,80.96,176.71,75.79,76.72,112.54,90.41,185.39,57.32,146,7943,4365,17,1472,5710,4525,7938,18173.11,14000.7,11404.22,2016
A09,10,Oost. eilanden/Kadijken,95.19,101.11,91.36,84.56,92.34,114.06,113.49,113.78,62.65,96.22,79.44,16,57,56,12,21,40,22,14,20,6,17,8,55,54,54,19,16,40,17,15,36,29,28,18,16,6,19,9,29,27,16,18,0,4,63,1,5,0,1,0,9,62,13,4,52,7,8,0,5,54,27,22,139,20,93,27,29,4,151,50,33,5,90,178,108,235,78,7.14,56.96,0.34,104.38,0.47,187.94,3.66,110.09,1.83,72.29,0.54,45.78,0,0,1.74,134.43,9.42,138.91,0.27,29.88,10.23,148.62,3.39,173.9,2.24,101.87,6.3,73.06,13.69,72.89,828.57,104.46,1.36,26.05,18.57,183.68,8.53,141.05,14.07,111.86,7.11,77.29,0.34,30.97,5.52,140.4,108.97,97.28,119.16,27.43,108.32,7.96,0.16,1.58,28.1,0.35,2.26,0.21,0.36,0.05,4.09,5.61,1.97,61.4,12.56,80.55,134.62,130.71,111.75,18.64,15.38,26.53,83.74,108.32,63.51,82.17,78.43,187.94,53.32,79.61,74.09,0,59.15,134.43,113.07,24.11,143.96,143.33,94.76,76.62,72.89,104.46,54.62,224,12655,7280,35,1972,3259,0,3041,6300.33,14755.11,14121.5,2016
E13/E12(B10),11,Spaarndammer- en Zeehbrt/Houthavens,97.31,94.89,96.05,89.2,93.38,136.59,102,119.3,84.49,74,79.24,19,52,50,15,18,41,21,15,15,11,16,11,52,57,51,20,17,42,16,13,46,33,33,16,10,8,18,9,20,31,14,16,1,4,49,0,1,3,5,1,6,41,10,5,51,4,9,1,12,52,27,12,44,72,195,9,11,7,94,37,32,64,161,150,47,200,54,7.02,56,0.8,245.48,0.27,105.24,3.45,103.89,1.79,70.84,0.6,50.46,0.07,53.35,0.99,76.49,2.92,43.09,0.46,51.24,6.24,90.66,2.46,126.1,2.13,96.8,12.95,150.12,5.13,27.28,275,34.67,4.78,91.9,16.49,163.06,3.87,64.03,12.36,98.33,13.27,144.23,4.25,388.4,3.92,99.66,171.61,110.36,101.58,20.66,81.58,8.29,0.38,2.01,24.71,0.09,0.57,1.36,2.33,0.35,2.79,5.06,2.51,63.99,29.98,102.4,118.36,33.25,28.42,120.84,99.71,171.98,57.22,81.58,57.26,104.46,220.98,105.24,80.46,109.54,44.72,53.35,56.42,76.49,50.06,44.15,99.89,118.89,98.66,119.15,27.28,34.67,70.74,198,12132,7263,40,1756,2612,0,6165,8776.77,15057.59,13773.26,2016
E14,12,Staatsliedenbuurt,89.91,99.28,82.69,74.28,85.42,111.13,108.09,109.61,73.97,75.46,74.71,15,54,51,10,19,37,21,11,15,7,13,6,52,56,54,17,14,45,13,14,53,33,31,24,16,10,21,10,20,32,17,12,6,1,57,0,3,5,8,1,8,64,3,1,47,0,4,2,5,36,34,5,46,14,76,20,18,10,176,43,45,9,111,178,59,194,53,6,47.82,0.32,99.32,0,0,2.32,69.84,2.19,86.63,0.26,21.78,0.13,103.61,0.38,29.32,2.97,43.74,0.64,71.09,11.35,164.84,2.77,142.32,2.9,132.18,4.9,56.82,10.41,55.4,461.54,58.19,0.9,17.35,14.71,145.51,4.47,73.95,13.5,107.34,8.42,91.48,0.58,53.04,3.68,93.44,94.27,114.26,128,30.11,118.87,5.66,2.85,0.45,27.11,0.19,1.23,2.28,3.91,0.58,3.56,1.6,0.56,43.69,224.98,22.79,129.84,71.25,60.91,202.51,167.09,288.22,72.91,118.87,18.09,23.25,162.29,0,113.45,114.06,38.27,103.61,37.91,29.32,43.73,122.38,153.17,102.63,95.72,62.18,55.4,58.19,31.87,212,13187,7839,39,1922,1730,0,5227,6956.82,15505.94,14417.02,2016
E16/E15,13,Centrmrkt/FredHend,76.03,90.88,59.74,44.18,64.93,102.48,88.95,95.71,50.92,83.96,67.44,10,47,49,6,12,34,15,4,8,5,9,4,51,57,49,13,8,38,11,12,34,32,29,16,10,8,17,3,16,26,12,8,0,2,37,0,1,1,2,0,6,33,3,2,33,1,6,2,5,40,14,15,175,16,84,14,26,9,181,37,26,37,94,118,50,114,45,5.26,41.94,0.36,109.55,0.07,28.18,2.85,85.59,1,39.34,0.43,36.03,0.14,114.27,1.36,105.48,12.45,183.54,0.64,70.56,12.87,186.97,2.63,135.06,1.85,84.23,5.97,69.26,8.38,44.63,634.15,79.95,1.14,21.87,10.37,102.54,4.55,75.15,10.73,85.33,8.55,92.9,2.63,240.49,3.53,89.65,119.28,93.55,85.67,18.69,73.78,4.32,0,0.85,20.7,0.13,0.82,0.57,0.98,0.15,3.18,1.61,1.06,33.36,0,43.19,99.13,47.59,40.69,50.77,41.89,72.25,65.18,73.78,18.17,44.06,97.11,28.18,40.19,73.98,39.89,114.27,34.02,105.48,133.48,47.04,157.69,104.73,70.55,67.9,44.63,79.95,28.14,178,10997,6275,41,1670,2947,881,5359,9186.92,14059.31,12759.32,2016
E17,14,Da Costabuurt,93.21,104.52,69.28,66.82,80.21,131.63,102.48,117.05,70.28,94.45,82.36,11,57,53,5,14,39,22,8,12,6,11,6,56,60,56,15,13,38,11,14,33,28,29,25,22,18,20,8,15,26,18,2,1,1,34,0,1,1,1,0,1,23,3,1,33,0,8,0,3,22,24,3,25,13,67,14,76,5,92,24,20,4,65,92,13,117,25,12.47,99.42,0.46,141.22,0,0,3.36,101.14,3.67,144.91,1.22,103.23,0,0,0.64,49.49,3.82,56.34,0.76,84.23,14.06,204.19,3.67,188.23,3.06,139.22,10.24,118.7,15.56,82.81,853.93,107.65,1.99,38.18,24.96,246.86,2.77,45.83,19.62,156.07,13.87,150.69,0.61,55.86,4.47,113.61,131.06,92.25,132.19,28.09,110.9,2.39,0.84,0.78,41.86,0.2,1.26,0.63,1.08,0.16,1.33,3.67,0.98,18.43,66.4,39.83,200.5,72.97,62.39,55.89,46.12,79.55,27.16,110.9,41.5,40.63,120.67,0,111.98,86.06,93.14,0,80.12,49.49,43.7,78.29,202.96,139.03,106.09,88.18,82.81,107.65,46.25,81,4688,2647,89,900,1005,1150,3411,5566.01,6543.34,5593.13,2016
E18,15,Kinkerbuurt,94.09,105.97,94.73,83.79,94.83,125.56,119.66,122.61,62.12,67.55,64.83,17,55,51,11,19,42,21,14,17,11,17,10,63,66,57,20,16,52,17,15,46,43,43,21,14,22,21,9,15,36,17,7,1,0,35,0,3,1,1,0,5,39,7,0,36,2,1,1,0,32,20,0,46,18,78,7,13,7,93,23,11,6,98,158,17,101,28,10,79.75,0,0,0.23,92.79,3.75,112.74,2.34,92.54,0.12,9.89,0.12,94.07,0,0,5.39,79.44,0.82,90.37,10.89,158.18,2.69,138.24,1.29,58.68,9.14,105.9,6.87,36.57,158.54,19.99,2.11,40.51,15.89,157.13,2.67,44.19,24.85,197.63,15.41,167.52,0.7,64.21,3.78,95.96,126.14,127.69,124.99,36.22,142.99,6.07,1.02,0.15,32.19,0.39,2.54,0.76,1.3,0.19,4.48,6.03,0.19,46.85,80.6,7.58,154.17,146.81,125.52,67.51,55.71,96.09,91.74,142.99,68.24,7.74,32.03,92.79,80.26,97.67,55.53,94.07,75.91,0,68.58,87.11,156.85,94.74,41.65,101.18,36.57,19.99,68.85,108,6358,3600,82,1019,1158,0,5383,6541.22,8538.41,7416.9,2016
E19,16,Van Lennepbuurt,99.77,101.39,84.81,90.31,92.17,113.45,105.86,109.65,98.58,96.4,97.49,14,53,53,13,18,40,23,15,14,6,19,8,56,66,55,18,17,48,17,12,34,26,27,20,10,16,21,10,18,27,16,5,0,1,40,0,3,4,6,1,7,51,3,2,36,3,5,2,0,26,26,8,39,32,63,18,68,9,109,28,22,3,79,118,33,137,29,8.08,64.47,0,0,0.33,132.22,2.89,87.01,2.89,114.28,0.56,46.96,0.22,178.72,1.13,87.4,4.34,63.98,1,110.36,12.13,176.11,3.11,159.86,2.45,111.48,7.01,81.25,18.73,99.71,673.27,84.88,3.56,68.42,19.36,191.45,4.66,77.06,16.67,132.58,11.16,121.31,0.33,30.5,3.62,91.96,110.58,97.18,116.32,40.45,159.71,4.17,0,1.11,31.68,0.37,2.41,2.82,4.83,0.72,5.67,2.33,1.38,32.16,0,56.41,151.76,139.46,119.24,250.15,206.4,356.02,116.07,159.71,26.32,57.54,118.67,132.22,144.98,141.39,77.8,178.72,51.76,87.4,53.37,73.58,167.99,125.75,93.12,92.85,99.71,84.88,85.36,126,7078,4453,101,961,1064,0,4668,5732.41,8988.8,8016.22,2016
E20/E22,17,Helmers/Vondelbuurt,89.58,97.23,70.8,62.08,76.7,111.27,104.78,108.03,67.17,100.88,84.03,12,50,57,7,20,35,19,9,10,5,9,5,50,59,52,15,12,37,9,11,29,26,26,22,8,11,18,5,12,23,13,18,2,1,64,1,3,1,2,0,9,49,10,1,62,1,12,1,4,38,29,13,180,36,152,24,17,7,176,39,31,7,128,190,45,179,59,12.1,96.53,0.3,91.02,0.07,29.27,2.81,84.45,2.14,84.64,0.89,74.85,0.07,59.34,1.39,107.24,13.3,196.07,0.52,57,13,188.83,2.88,147.86,2.29,104.31,11.23,130.17,11.83,63,223.68,28.2,2.66,51.11,19.1,188.88,4.8,79.34,20.27,161.19,13.65,148.41,0.52,47.26,5.01,127.44,125.01,82.47,97.52,32.02,126.41,12.03,1.26,0.57,41.78,0.33,2.14,0.76,1.3,0.19,6.01,6.33,0.71,92.83,99.47,29.11,200.15,123.9,105.93,67.49,55.68,96.05,123.14,126.41,71.62,29.69,92.7,29.27,74.99,78.79,91.2,59.34,88.23,107.24,161.66,71.16,192.6,108.47,79.24,127.82,63,28.2,69.38,152,9374,5122,76,2028,4e3,328,8159,12487.2,13536.4,11768.23,2016
E21,18,Overtoomse Sluis,73.11,92.3,62.61,49.45,68.12,81.87,96.91,89.39,46.8,76.85,61.82,13,47,55,6,15,33,16,10,9,3,8,2,48,55,50,13,9,40,10,11,38,27,24,14,5,10,14,4,15,25,10,7,1,4,45,0,1,2,3,0,11,42,1,4,34,0,1,1,1,15,10,1,40,6,33,13,12,10,106,25,22,6,49,133,24,98,32,7.61,60.73,0.11,33.02,0,0,1.61,48.37,1.07,42.35,0.11,9.05,0.11,86.11,0.13,9.93,4.29,63.23,1.07,118.16,11.36,165.03,2.68,137.54,2.36,107.42,3.54,41.01,9.89,52.67,230.77,29.09,0.64,12.36,12.58,124.47,3.08,50.93,17.08,135.81,6.29,68.38,0.64,58.78,3.7,94.04,87.67,88.86,76.08,32.11,126.76,5.67,0.69,2.68,34.13,0.09,0.6,1.46,2.49,0.37,8.46,1.07,3.36,43.73,54.34,136.96,163.48,34.45,29.45,129.26,106.66,183.97,173.34,126.76,12.16,139.71,83.34,0,63.79,75.34,17.52,86.11,44.54,9.93,56.73,96.89,164.51,138.26,117.27,85.12,52.67,29.09,18.06,132,7788,4465,52,1314,1361,0,3259,4620.45,9328.15,8649.1,2016
E37/E36,19,Landlust/Sloterdijk,115.97,94.91,116.81,123.01,111.57,110.25,119.14,114.69,103.76,139.51,121.64,24,58,45,16,21,45,31,19,22,17,23,14,55,49,51,25,23,49,16,10,31,32,33,12,11,4,19,10,24,29,14,37,12,11,100,1,3,4,7,1,5,70,26,14,115,12,17,4,14,76,68,38,161,59,178,43,143,41,177,83,54,34,237,237,144,231,139,11.76,93.76,0.59,181.95,0.51,200.58,3.21,96.46,2.87,113.35,0.72,60.56,0.17,135.57,1.94,149.95,6.79,100.17,1.73,190.68,7.47,108.46,3.5,179.72,2.28,103.78,7.51,87.06,16.82,89.52,2014.08,253.91,2.49,47.84,11.79,116.59,7.35,121.45,12.09,96.18,12.09,131.44,1.43,131.09,6.2,157.7,119.35,101.77,101.15,23.85,94.15,12.57,4.15,3.75,34.16,0.18,1.19,1.43,2.44,0.36,1.77,9.08,4.7,97.02,326.97,191.6,163.65,68.79,58.82,126.56,104.42,180.12,36.29,94.15,102.73,195.45,181.34,200.58,110.38,106.5,63.3,135.57,96.75,149.95,99.12,236.11,126.86,184.97,133.05,70.14,89.52,253.91,51.5,291,19597,9782,71,2557,6092,0,6219,12310.67,23700.56,22405,2016
E38,20,Erasmuspark,94.63,95.07,101.78,95.13,97.33,84.81,103.81,94.31,92.87,91.63,92.25,19,60,44,12,21,43,25,14,22,11,16,8,57,48,51,21,18,47,13,12,32,30,32,10,10,6,16,5,23,28,12,18,0,5,26,0,1,1,1,0,3,23,4,6,21,0,6,6,0,19,18,8,34,18,44,13,5,2,44,18,17,3,45,56,44,61,29,6.87,54.8,0,0,0,0,2.75,82.85,2.61,103.08,0.87,73.43,0.87,698.58,1.36,105.01,4.93,72.67,0.29,31.95,6.38,92.62,2.61,133.9,2.46,112.24,6.38,73.93,19.37,103.14,161.29,20.33,2.61,50.14,10.35,102.42,7.47,123.44,9.51,75.6,7.64,83.02,0.43,39.74,4.53,115.21,84.84,98.7,84.78,24.4,96.34,18.83,0.38,5.09,27.35,0.13,0.87,0.59,1.02,0.15,2.66,4.66,6.36,145.3,30.13,259.67,131,50.33,43.03,52.68,43.47,74.98,54.41,96.34,52.72,264.89,24.99,0,83.21,72.79,65.73,698.58,54.11,105.01,96.88,31.35,105.42,177.56,161.38,67.43,103.14,20.33,47.77,95,5891,3056,31,671,621,174,2229,3023.98,6898.99,6398.37,2016
E39,21,De Kolenkit,98.84,104.7,129.83,137.53,124.02,104.42,107.11,105.77,66.89,66.6,66.74,31,67,48,19,23,45,32,24,29,18,27,22,61,49,56,27,26,48,24,16,24,35,35,9,15,5,26,8,29,31,16,16,3,1,23,1,4,1,1,0,10,25,8,1,62,4,4,1,1,27,35,8,33,8,41,9,0,7,44,36,17,6,96,85,79,104,50,13.42,107.05,0.09,27.58,0.36,141.89,2.42,72.73,3.13,123.81,0.36,30.24,0.09,71.92,0.84,64.6,2.95,43.57,0.63,69.09,3.94,57.22,3.22,165.43,1.52,69.33,3.67,42.56,15.99,85.1,0,0,0.72,13.77,10.86,107.41,8.25,136.33,8.88,70.58,10.02,108.95,0.54,49.09,4.84,122.98,94.47,109.92,114.38,16.95,66.93,11.12,1.83,0.63,15.73,0.39,2.49,0.53,0.91,0.14,6.49,5.56,0.79,85.84,143.95,32.39,75.34,144.25,123.33,47.39,39.1,67.45,132.96,66.93,62.94,33.04,40.87,141.89,95.58,64.28,68.24,71.92,92.34,64.6,57.66,94.04,63.26,121.3,57.02,72.69,85.1,0,50.29,148,9577,4619,10,563,772,1424,2577,4773.07,11168.02,10334.47,2016
E40,22,Geuzenbuurt,95.37,97.3,93.52,70.49,87.1,99.18,100.58,99.88,87.9,110.38,99.14,19,60,47,12,21,41,21,8,18,8,13,8,53,52,52,20,13,41,10,10,37,27,31,18,16,8,22,9,23,26,16,15,2,4,51,0,3,2,3,0,8,34,5,5,30,2,11,2,1,19,11,3,42,14,42,14,29,8,98,30,26,7,46,108,4,70,30,8.21,65.46,0.13,39.94,0.26,102.74,2.46,74.12,1.43,56.36,1.43,120.43,0.26,208.33,0.44,33.92,5.45,80.31,1.04,114.35,12.71,184.56,3.89,199.65,3.37,153.57,5.45,63.14,13.77,73.28,783.78,98.81,1.82,34.89,10.23,101.23,0.58,9.67,15.79,125.57,6.73,73.09,0.91,82.95,4.08,103.74,78.5,93.92,119.86,28.94,114.25,12.92,1.67,3.11,44.34,0.4,2.61,1.63,2.79,0.42,6.78,4.02,3.89,99.69,131.57,158.7,212.38,151.35,129.4,144.63,119.34,205.84,138.89,114.25,45.51,161.89,95.24,102.74,77.35,97.62,130.74,208.33,58.81,33.92,86.77,120.09,193.83,187.06,155.28,88.39,73.28,98.81,66.39,116,6840,3655,37,1017,883,0,1731,2614.37,7711.46,7350.75,2016
E75,23,Chassebuurt,86.83,94.51,96.78,82.36,91.22,100.79,95.34,98.07,67.21,75.19,71.2,19,58,50,11,18,42,20,13,21,9,18,11,52,44,51,20,15,51,15,6,39,33,35,12,18,10,15,7,27,30,16,17,1,2,39,0,2,1,1,0,5,29,4,2,17,2,5,0,2,26,21,0,45,13,32,8,0,7,50,18,21,8,34,75,19,77,18,5.76,45.96,0.29,88.1,0.29,113.3,3.72,111.85,3,118.64,0.72,60.37,0,0,0,0,6.44,94.89,1,110.34,7.15,103.84,2.57,132.1,3,136.78,4.58,53.05,10.3,54.81,0,0,1.86,35.73,12.33,121.94,3.04,50.28,12.01,95.49,5.44,59.16,1.14,104.54,2.68,68.11,86.28,107.1,115.29,29.01,114.53,16.76,1,1.54,38.35,0.31,1.98,0.8,1.37,0.2,5.29,4.09,1.93,129.36,79.19,78.79,183.72,114.8,98.15,70.96,58.55,101,108.29,114.53,46.27,80.38,92.4,113.3,98.61,98.22,78.51,0,46.06,0,106.38,99.96,130.47,114.86,117.45,71.46,54.81,0,56.54,101,6246,2950,28,777,918,0,1323,2240.85,6992.95,6717.36,2016
E41,24,Van Galenbuurt,108.08,100.15,111.85,121.22,111.07,152.62,87.83,120.23,112.51,73.38,92.95,20,68,47,17,22,44,30,21,28,9,25,16,56,44,54,24,23,45,12,10,44,27,32,16,24,7,17,15,22,29,17,17,0,1,36,0,3,2,4,1,6,23,10,2,25,2,8,2,8,22,8,2,52,18,34,10,8,7,53,17,20,43,66,85,59,75,21,7.78,62.05,0.92,284.19,0.23,91.38,2.54,76.33,0.92,36.45,0.92,77.9,0.23,185.28,0.29,22.12,6,88.43,0.81,88.99,6.11,88.77,1.96,100.62,2.31,105.06,3.92,45.45,17.42,92.74,222.22,28.02,2.08,39.9,10.73,106.1,8.44,139.46,12.16,96.68,9.44,102.59,4.96,453.17,2.67,67.89,179.6,103.19,125.63,20.69,81.67,15.13,0,1.3,33.19,0.41,2.62,2.15,3.69,0.55,5.79,8.9,1.63,116.81,0,66.58,158.99,151.52,129.55,191.37,157.9,272.37,118.61,81.67,100.71,67.91,280.25,91.38,76.93,114.67,102.44,185.28,74.94,22.12,97.89,59.32,112.18,89.72,92.23,69.84,92.74,28.02,69.78,110,6992,3213,36,574,1158,148,3731,5036.64,8670.88,7862.83,2016
E42,25,Hoofdweg e.o.,99.51,98.06,100.46,100.19,99.57,125.34,84.27,104.81,93.44,94.88,94.16,19,59,45,13,24,42,27,14,19,7,17,11,57,47,53,21,19,43,12,11,34,32,34,17,21,10,19,11,24,28,19,27,6,7,49,0,1,2,3,0,15,27,10,9,57,2,14,4,5,36,42,4,66,12,85,15,41,5,101,39,21,17,105,159,49,147,32,9.99,79.67,0.41,125.75,0.16,64.69,2.94,88.42,3.43,135.48,1.14,96.51,0.33,262.33,0.38,29.51,5.39,79.46,0.41,45,8.25,119.76,3.18,163.41,1.71,78.1,6.94,80.45,12.44,66.21,493.98,62.27,0.98,18.83,14.03,138.73,4.68,77.27,15.17,120.64,10.02,108.88,1.39,126.84,2.81,71.36,114.47,99.87,136.21,16.03,63.31,16.24,3.59,4.34,29.14,0.06,0.41,1.14,1.95,0.29,9.1,6.06,5.43,125.36,282.85,221.61,139.58,23.96,20.49,100.81,83.18,143.48,186.39,63.31,68.59,226.07,131.66,64.69,118.05,92.55,72.33,262.33,75.97,29.51,94.76,124.28,126.37,184.3,125.93,115.76,66.21,62.27,19.38,168,10481,5706,83,1206,1222,0,4079,5300.57,12247.86,11398.15,2016
