jaar,field_name,corr_field,spearman,pearson,S>P
2017,gem_veiligheidsgevoel, Joyriding,0.2598278239056435,0.16418906486240004,TRUE
2017,gem_veiligheidsgevoel, Levensmisdrijf,0.17368606045926627,0.09306368078723137,TRUE
2017,gem_veiligheidsgevoel, Lokaalvredebreuk,0.42908344267490994,0.2515914219012003,TRUE
2017,gem_veiligheidsgevoel," Mensenhandel, mensensmokkel",0.13350686946394807,0.11623941013850736,TRUE
2017,gem_veiligheidsgevoel, Militair misdrijf,0.9867715746884123,0.7460871797697468,TRUE
2017,gem_veiligheidsgevoel, Misdrijf (overig),0.06661188226688908,0.08736328464712462,FALSE
2017,gem_veiligheidsgevoel, Misdrijven overige wetten,0.06661188226688908,0.08745987625160145,FALSE
2017,gem_veiligheidsgevoel, Misdrijven WvSr (overig),0.03406733166335618,0.08223164022732976,FALSE
2017,gem_veiligheidsgevoel, Mishandeling,0.04460929646336309,0.0751457154092412,FALSE
2017,gem_veiligheidsgevoel, Muntmisdrijf,0.0268409444196136,0.06860445495800027,FALSE
2017,gem_veiligheidsgevoel, Niet opvolgen van ambtelijk bevel,0.2356210035126458,0.1636444136708204,TRUE
2017,gem_veiligheidsgevoel, Ontucht met minderjarige,0.1776753737252057,0.12685044056482075,TRUE
2017,gem_veiligheidsgevoel, Ontucht met misbruik van gezag,0.1513462609490528,0.1567891320650805,FALSE
2017,gem_veiligheidsgevoel, Openbaar gezag misdrijf,0.16205750617523718,0.10621120186570643,TRUE
2017,gem_veiligheidsgevoel, Openbaar gezag misdrijf (overig),0.06654904651890647,0.20249038905689076,FALSE
2017,gem_veiligheidsgevoel, Openbare orde misdrijf,0.08001937592027497,0.0657805645453795,TRUE
2017,gem_veiligheidsgevoel, Openbare orde misdrijf (overig),0.15910576941219556,0.08400413026771125,TRUE
2017,gem_veiligheidsgevoel, Openlijk geweld tegen goed,0.016569290713166707,0.06079496749388724,FALSE
2017,gem_veiligheidsgevoel, Openlijk geweld tegen persoon,0.01390596881436279,0.05926185070519541,FALSE
2017,gem_veiligheidsgevoel, Openlijke geweldpleging,0.01390596881436279,0.055584154512008155,FALSE
2017,gem_veiligheidsgevoel, Oplichting,0.12445479118883407,0.10417824795129405,TRUE
2017,gem_veiligheidsgevoel, Pornografie,0.11375835792313471,0.11672126707293118,FALSE
2017,gem_veiligheidsgevoel, Rijden onder invloed,0.11210929146889193,0.08417973620584318,TRUE
2017,gem_veiligheidsgevoel, Rijden tijdens ontzegging,0.0625114832796152,0.0574483640172192,TRUE
2017,gem_veiligheidsgevoel, Rijden tijdens rijverbod,0.13890682357945394,0.07543933183605733,TRUE
2017,gem_veiligheidsgevoel, Schennis der eerbaarheid,0.1445863013033475,0.1969659135538009,FALSE
2017,gem_veiligheidsgevoel, Seksueel misdrijf,0.2116429672200426,0.14526351968380347,TRUE
2017,gem_veiligheidsgevoel, Seksueel misdrijf (overig),0.9134882198302783,0.45483553004599697,TRUE
2017,gem_veiligheidsgevoel, Softdrugs,0.011374198642690958,0.0706221769527069,FALSE
2017,gem_veiligheidsgevoel, Stalking,0.18256397857316675,0.124327667117063,TRUE
2017,gem_veiligheidsgevoel, Valse aangifte,0.045739074410112046,0.08367507947017039,FALSE
2017,gem_veiligheidsgevoel, Valsheid in geschriften,0.09717377477992883,0.06788977040252009,TRUE
2017,gem_veiligheidsgevoel, Valsheid in zegels en merken,0.23505422739424864,0.13381032652109326,TRUE
2017,gem_veiligheidsgevoel, Valsheidsmisdrijf,0.07536233505348378,0.06748496478185562,TRUE
2017,gem_veiligheidsgevoel, Verblijf ongewenste vreemdeling,0.03955832125855485,0.05123566551860037,FALSE
2017,gem_veiligheidsgevoel, Verkeersmisdrijf (overig),0.07536233505348378,0.0955682451220814,FALSE
2017,gem_veiligheidsgevoel, Verkeersmisdrijven,0.0625114832796152,0.0735720104240496,FALSE
2017,gem_veiligheidsgevoel, Verkrachting,0.24928250596238,0.1298447373900804,TRUE
2017,gem_veiligheidsgevoel, Verlaten plaats ongeval,0.06661188226688908,0.06994232988258431,FALSE
2017,gem_veiligheidsgevoel, Vermogensmisdrijven,0.04460929646336309,0.046860883135959375,FALSE
2017,gem_veiligheidsgevoel, Vernieling aan auto,0.13765791634772961,0.08383206425373002,TRUE
2017,gem_veiligheidsgevoel, Vernieling aan openbaar gebouw,0.1445863013033475,0.10164597156899902,TRUE
2017,gem_veiligheidsgevoel, Vernieling en beschadiging,0.08001937592027497,0.08210319291262325,FALSE
2017,gem_veiligheidsgevoel, Vernieling middel openbvervoer,0.0026280075981639506,0.03459802520938671,FALSE
2017,gem_veiligheidsgevoel," Vernieling, beschadiging (overig)",0.10060263183225482,0.09004042586835803,TRUE
2017,gem_veiligheidsgevoel," Vernielingen, misdropenborde/gezag",0.04460929646336309,0.07287188371724618,FALSE
2017,gem_veiligheidsgevoel, Voeren vals kenteken,0.2300029800062524,0.1096069666229782,TRUE
2017,gem_veiligheidsgevoel, Vrijheidsbeneming/gijzeling,0.032383488402132565,0.0576351007421263,FALSE
2017,gem_veiligheidsgevoel, Wederspannigheid,0.052774096020423045,0.04754530872925122,TRUE
2017,gem_veiligheidsgevoel, Weigeren blaastest/bloedonderzoek,0.012014825555997533,0.038226513423309516,FALSE
2017,gem_veiligheidsgevoel, Witwassen,0.1445863013033475,0.10393136215769339,TRUE
2017,gem_veiligheidsgevoel,"Misdrijven, totaal",0.04460929646336309,0.056293829631819836,FALSE
